,respondentname,parentname,hmda_id,advertiser,parent,advertiser_id,score
,,,,West Side Liquors & Wine Shop,WEST SIDE LIQUORS & WINE SHOP,168353.0,
,,,,William Marsh Rice University,WILLIAM MARSH RICE UNIV,168362.0,
,,,,WOOD GROUP,WOOD GROUP,168366.0,
,,,,Wahlburgers Restaurant,Wahlburgers,168381.0,
,,,,Walter Battaglia Mortgage Broker,Walter Battaglia,168392.0,
,,,,Warren Averett CPAs & Advisors,Warren Averett CPAs & Advisors,168396.0,
,,,,WASHINGTON VILLAGE HM RE,Washington Village,168407.0,
,,,,Wastvedt & Co Accountants,Wastvedt & Co Inc,168409.0,
,,,,Waukesha Investments,Waukesha Investments,168413.0,
,,,,We Lend You,We Lend You,168418.0,
,,,,Wealth Creation Concepts,Wealth Creation Concepts,168419.0,
,,,,Harris Wealth Preservation & Insurance Services,Wealth Preservation Llc,168421.0,
,,,,Wealth-X,Wealth-X,168422.0,
,,,,WealthForge,WealthForge,168423.0,
,,,,WealthSimple Financial,WealthSimple Financial Inc,168425.0,
,,,,Wealthminder,Wealthminder Inc,168426.0,
,,,,Wealthy Wheat Trader Services,Wealthy Wheat Trader,168428.0,
,,,,WEAR,Wearable Technology,168429.0,
,,,,Watch & Wager Brokerage,Webis Holdings Plc,168434.0,
,,,,Wellesley Asset Mgt,Wellesley Asset Mgt,168448.0,
,,,,Wellspring Financial Partners,Wellspring Financial Partners,168470.0,
,,,,Wendroff & Assoc Accounting Service,Wendroff & Assoc Llc,168472.0,
,,,,Wesley Financial Group,Wesley Financial Group Llc,168485.0,
,,,,West AL Bank,West AL Bank,168487.0,
,,,,West Bloomfield School District,West Bloomfield School District,168488.0,
,,,,West Coast Capital,West Coast Capital,168491.0,
,,,,Westbourne Investments,Westbourne Investments Inc,168500.0,
,,,,Western University Of Health Sciences,Western University Of Health Sciences,168521.0,
,,,,Westfield WA School,Westfield Washington Schools,168524.0,
,,,,Whisman Giordano & Assoc CPA,Whisman Giordano & Assoc Llc,168529.0,
,,,,White River Co-Op,White River Co-Op,168532.0,
,,,,Wholesale Truck & Finance,Wholesale Truck & Finance,168536.0,
,,,,WiZink Bank,WiZink Bank,168537.0,
,,,,Wilcox Swartzwelder & Co Investment Bankers,Wilcox Swartzwelder & Co,168540.0,
,,,,Winthrop,Winthrop Financial,168568.0,
,,,,WIPFLI CPAs & Consultants,Wipfli CPA & Consultants,168579.0,
,,,,WireCash,WireCash,168580.0,
,,,,Wolfgang Puck Restaurant,Wolfgang Puck Food Co,168583.0,
,,,,Woltman Group PC,Woltman Group PC,168587.0,
,,,,Dream Vacations,World Travel Holdings Inc,168604.0,
,,,,WorldFX Money Transfer Service,WorldFX,168605.0,
,,,,Worth Financial Mgt,Worth Financial Mgt,168608.0,
,,,,Wunder Capital,Wunder Capital Holdings Inc,168612.0,
,,,,Xtrade Trading Service,Xtrade Group,168621.0,
,,,,Yale Ob/Gyn Center,Yale University,168624.0,
,,,,Yes 4 Credit PA,Yes 4 Credit PA,168626.0,
,,,,Yes Car Credit,Yes Car Credit,168628.0,
,,,,Yotel Hotel,Yotel Ltd,168632.0,
,,,,YourCreditTechs.com,YourCreditTechs.com,168635.0,
,,,,YourFasterPayday.com,YourFasterPayday.com,168636.0,
,,,,Yourkovich & Assoc Tax Services,Yourkovich & Assoc,168637.0,
,,,,YuuPay,YuuPay Secure Pte Ltd,168638.0,
,,,,ZAR FX Stock Brokerage,ZAR Forex Ltd,168639.0,
,,,,ZSpace,ZSpace Inc,168640.0,
,,,,Zacks Advantage,Zacks Advantage,168641.0,
,,,,Capital Float,Zen Lefin Pvt,168646.0,
,,,,Zippyloan Personal Loan,Zippyloan.com,168666.0,
,,,,Zuto,Zuto Ltd,168669.0,
,,,,comScore,comScore Inc,168670.0,
,,,,eAuto Rates,eAuto Rates,168671.0,
,,,,iAnthus Capital Mgt,iAnthus Capital Holdings Inc,168678.0,
,,,,1-800-Accountant,1-800-ACCOUNTANT,168683.0,
,,,,1000plus Club To Benefit Cancer Inc,1000 Plus Club,168685.0,
,,,,Sola,13th Vision Ltd,168688.0,
,,,,1World Online,1World Online,168691.0,
,,,,1st Commercial Credit,1st Commercial Credit Llc,168696.0,
,,,,360 Blockchain,360 Blockchain Inc,168710.0,
,,,,Token Security Scheme,5M Holdings Pte Ltd,168716.0,
,,,,CyberMiles,5miles Holdings Ltd,168717.0,
,,,,A Karat Away,A Karat Away,168721.0,
,,,,A-1 Check Cashing Service,A-1 Check Cashing Inc,168724.0,
,,,,AAA Accounting & Mgt Services,AAA Accounting & Mgt Services,168725.0,
,,,,Banc ABC,ABC Holdings Ltd,168730.0,
,,,,Amp Accredited Mortgage Professional,ACCREDITED MORTGAGE PROFESSIONALS,168739.0,
,,,,ACG Equipment Finance,ACG Equipment Finance,168742.0,
,,,,Achilles Foot & Ankle Center,ACHILLES CORP,168743.0,
,,,,ACME Check Cashing Services,ACME Check Cashing Services Inc,168745.0,
,,,,Acquavella Galleries,ACQUAVELLA GALLERIES INC,168747.0,
,,,,AF Group,AF Group,168755.0,
,,,,AGI CORP,AGI CORP,168763.0,
,,,,Angel Publishing,ANGEL PUBLISHING LLC,168796.0,
,,,,AR Buyers Group,AR Buyers Guide,168803.0,
,,,,Archer & Greiner Attorney,ARCHER & GREINER PC,168804.0,
,,,,ATB Coin,ATBCOIN Llc,168813.0,
,,,,ATLANT.Io,ATLANT,168814.0,
,,,,Avalon Academy,AVALON ACADEMY,168823.0,
,,,,Abacus Financial Service,Abacus Financial Services Ltd,168824.0,
,,,,Abacus Settlements,Abacus Settlements Llc,168825.0,
,,,,Accredited Tax Services,Accredited Tax Inc,168848.0,
,,,,Achievement First Bridgeport Academy,Achievement First,168854.0,
,,,,Acorn Collective,Acorn Collective Ltd,168856.0,
,,,,Action Finance,Action Finance,168858.0,
,,,,Actuit India Accounting Service,Actuit India,168860.0,
,,,,Acute Wealth Advisors,Acute Wealth Advisors Llc,168861.0,
,,,,Adam Smith Advisors Llc,Adam Smith Advisors Llc,168862.0,
,,,,Adler Pollock & Sheehan Attorneys,Adler Pollock & Sheehan PC,168869.0,
,,,,Advance American Funding,Advance American Funding,168872.0,
,,,,AdvancePoint Capital,AdvancePoint Capital Llc,168878.0,
,,,,Advanced Cardiovascular Specialists,Advanced Cardiovascular Specialists Llp,168879.0,
,,,,Advanced Dermatology & Cosmetic Surgery,Advanced Dermatology & Cosmetic Surgery,168881.0,
,,,,AdvancedCFO,AdvancedCFO,168885.0,
,,,,Advantage Financial Oppenheimer,Advantage Financial Oppenheimer Llc,168889.0,
,,,,Advisor Successions,Advisor Successions,168904.0,
,,,,Advocis Financial Advisor Assn,Advocis Financial Advisors Assn,168910.0,
,,,,Affiliated Dermatologists Of VA,Affiliated Dermatologists Of VA,168917.0,
,,,,CPACharge,AffiniPay Llc,168918.0,
,,,,Agent Alternatives,Agent Alternatives,168936.0,
,,,,Air Rescue Card,Air Rescue Card,168943.0,
,,,,Alaric Trader,Alaric Securities,168953.0,
,,,,Albion Capital,Albion Capital,168961.0,
,,,,Aldi Food Store,Aldi Inc,168965.0,
,,,,ALEPH,Aleph,168966.0,
,,,,Alexander Hanson Tax Service,Alexander Hanson Inc,168970.0,
,,,,AlfaToken,AlfaToken,168972.0,
,,,,Alfred Sanzari Enterprises Real Estate,Alfred Sanzari Enterprises,168973.0,
,,,,Alliance Of State Retail Assn,Alliance Of State Retail Assn,168986.0,
,,,,Allina Health Systems,Allina Health System,168996.0,
,,,,Allrise Financial Group,Allrise Financial Group Inc,168998.0,
,,,,Alpine BioVentures,Alpine BioVentures GP Llc,169013.0,
,,,,Altruis,Altruis,169020.0,
,,,,Ambis,Ambis Intl Llc,169028.0,
,,,,Bursari Payment Service,American Academic Capital Llc,169040.0,
,,,,American Ag Finance,American Ag Finance,169041.0,
,,,,American College Of Real Estate Lawyers,American College Of Real Estate Lawyers,169054.0,
,,,,American Family Estate Planners,American Family Estate Planners,169072.0,
,,,,AMERICAN GLOBAL,American Global Llc,169081.0,
,,,,American Multi Cinema,American Multi Cinema,169097.0,
,,,,American Shoulder & Elbow Surgeons,American Shoulder & Elbow Surgeons,169106.0,
,,,,American Tower,American Tower Corp,169112.0,
,,,,Amherst Holdings,Amherst Holdings,169140.0,
,,,,Amp Futures,Amp Futures,169144.0,
,,,,Anderson Business Advisors,Anderson Business Advisors Pllc,169157.0,
,,,,Anschutz Entertainment Group,Anschutz Co,169167.0,
,,,,Anti-Defamation League,Anti-Defamation League,169169.0,
,,,,Apiary Fund,Apiary Investment Fund,169174.0,
,,,,AppraisalEngine Service,AppraisalEngine Inc,169182.0,
,,,,AIC Approved Inheritance Cash,Approved Inheritance Cash,169185.0,
,,,,Aquarion Water Co,Aquarion Water Co,169189.0,
,,,,Science Blockchain,Argongroup,169202.0,
,,,,Stewart & Stevenson Services,Armor Holdings Inc,169215.0,
,,,,Arrive Home Mortgage,Arrive Home Mortgage,169218.0,
,,,,Ceocoin,Artgroup Inc,169222.0,
,,,,Artis REIT,Artis REIT,169223.0,
,,,,Artstaq,Artstaq Ltd,169225.0,
,,,,Ashley Furniture,Ashley Furniture Industries Inc,169234.0,
,,,,AshokFX,Ashok Capital Ltd,169235.0,
,,,,Assiniboine Credit Union,Assiniboine Credit Union,169243.0,
,,,,Associated Electric Cooperative,Associated Electric Cooperative,169248.0,
,,,,Atlas Asset Mgt,Atlas Asset Mgt Llc,169270.0,
,,,,Attleboro-Cumberland Oral Surgeons,Attleboro-Cumberland Oral Surgeons Inc,169271.0,
,,,,Australian Unity,Australian Unity Ltd,169279.0,
,,,,Auxier Asset Mgt,Auxier Asset Mgt Llc,169292.0,
,,,,Avalon Advisors,Avalon Advisors Llc,169295.0,
,,,,Axalta,Axalta Coating Systems Llc,169306.0,
,,,,AyalaOne Unlimited Payroll,AyalaOne Unlimited Payroll,169316.0,
,,,,B Frazer Enterprises Tax Services,B Frazer Enterprises,169320.0,
,,,,B2BX,B2BX,169321.0,
,,,,Brasil Bolsa Balcao,B3 SA,169322.0,
,,,,BAC Intl Bank,BAC Intl Bank Inc,169324.0,
,,,,BCI Inc,BCI INC,169335.0,
,,,,BFI Trusts,BFI Trusts,169344.0,
,,,,BL Cos,BL Cos Inc,169350.0,
,,,,BMG Money,BMG Money Inc,169353.0,
,,,,Bloomfield Local Dealer,BMW AG LOC DLR,169355.0,
,,,,Contrarian Income Report Service,BNK Inc,169359.0,
,,,,BNP Media,BNP Media Inc,169360.0,
,,,,Banknote World,BNWorld Inc,169368.0,
,,,,Boasso America Corp,BOASSO AMERICA CORP,169369.0,
,,,,BP Capital,BP Capital,169378.0,
,,,,Brown Hotel,BROWN HOTEL,169381.0,
,,,,BST Accounting Services,BST Accounting,169382.0,
,,,,Bithumb Bitcoin Service,BTC Koreacom Inc,169384.0,
,,,,Niswonger Childrens Hospital,Ballad Health,169398.0,
,,,,Balter Liquid Alternatives,Balter Capital Mgt Llc,169400.0,
,,,,Bambora,Bambora,169401.0,
,,,,Uala Bank,Bancar Technologies Sa,169404.0,
,,,,Banco Industrial,Banco Industrial SA,169426.0,
,,,,Bancoppel Banca,Bancoppel Sa Multiple Banking Institution,169438.0,
,,,,BIBD Bank,Bank Islam Brunei Darussalam,169453.0,
,,,,Bank-CD Rate Scanner,Bank-CD Rat Scanner,169547.0,
,,,,Bank4you Group,Bank4you Group,169548.0,
,,,,Bankex Financial Services,Bankex,169560.0,
,,,,Banpro Bank,Banpro Grupo Promerica,169566.0,
,,,,Banque Libano-Francaise,Banque Libano-Francaise,169567.0,
,,,,Banque Pour Le Commerce Exterieur Lao Public,Banque Pour Le Commerce Exterieur Lao Public,169570.0,
,,,,Banquest Payment Systems,Banquest Payment Systems,169571.0,
,,,,Barnes Foundation,Barnes Foundation,169590.0,
,,,,Baru Fresh Invest,Baru Fresh Invest,169593.0,
,,,,Basset & Gold,Basset & Gold Plc,169594.0,
,,,,A&M Foods,Basu & Basu Inc,169595.0,
,,,,Bay Street Cannabis,Bay Street Cannabis Inc,169608.0,
,,,,Baylor University,Baylor University,169615.0,
,,,,Beach Eye Care Center,Beach Eye Care Center,169618.0,
,,,,BeamaLife,BeamaLife Corp,169624.0,
,,,,Beasley Media Group Advertising Services,Beasley Broadcast Group,169625.0,
,,,,Berkshire Settlements,Berkshire Settlements Inc,169656.0,
,,,,Bermont-Carlin Wealth Mgt,Bermont-Carlin Wealth Mgt,169657.0,
,,,,Best Price Lending,Best Price Lending,169664.0,
,,,,Best Rates Mortgage,Best Rates Mortgage Llc,169666.0,
,,,,BetOpen,BetOpen,169667.0,
,,,,Better Bookkeepers Inc,Better Bookkeepers Inc,169672.0,
,,,,Beyond Finance,Beyond Finance,169680.0,
,,,,Big Picture Loans,Big Picture Loans Llc,169684.0,
,,,,Big Rig Lending,Big Rig Lending Llc,169685.0,
,,,,Big Wind Capital,Big Wind Capital,169686.0,
,,,,BilliB Billing Services,BilliB,169688.0,
,,,,Binary.com Trading,Binary Ltd,169692.0,
,,,,Birmingham-Shuttlesworth Intl Airport,Birmingham Airport Authority,169695.0,
,,,,Biscayne Capital Funding,Biscayne Capital Funding Llc,169698.0,
,,,,BitBubbler Trading Service,BitBubbler Ltd,169699.0,
,,,,BitConcept,BitConcept Ltd,169700.0,
,,,,BitCosmos,BitCosmos Ltd,169701.0,
,,,,BitOrbit,BitOrbit,169703.0,
,,,,Bitcoin Income,Bitcoin Income Ltd,169706.0,
,,,,Bitcoin Interest,Bitcoin Interest,169707.0,
,,,,Bitcoin.com,Bitcoin.com,169708.0,
,,,,BitcoinIRA,BitcoinIRA,169709.0,
,,,,Bitconnect,Bitconnect,169710.0,
,,,,Bitfinex Trading,Bitfinex,169711.0,
,,,,BitsTrades,BitsTrade,169712.0,
,,,,Bitsane Cryptocurrency Exchange Network,Bitsane Ltd,169713.0,
,,,,Bitvest IRA,Bitvestmint Llc,169714.0,
,,,,Blacktower Financial Mgt,Blacktower Financial Mgt Ltd,169731.0,
,,,,Bland & Assoc CPAs,Bland & Assoc Pc,169732.0,
,,,,Blispay,Blispay,169733.0,
,,,,Block Bank,Block Bank,169734.0,
,,,,ETHLend,Block Research OU,169735.0,
,,,,BCVault,Blockchain Vault Llc,169736.0,
,,,,McFly Token,Blockchain.Aero,169737.0,
,,,,BOScoin,BlockchainOS Corp,169738.0,
,,,,Blockstack,Blockstack,169739.0,
,,,,Bloom,Bloom Cryptocurrency,169741.0,
,,,,Bloomfield Capital Loan Agency,Bloomfield Capital,169744.0,
,,,,Blooom,Blooom Inc,169747.0,
,,,,BluJay Solutions,BluJay Solutions Inc,169749.0,
,,,,Blue Marble Global Payroll,Blue Marble Payroll,169753.0,
,,,,Blue Point Trading,Blue Point Trading Worldwide Ltd,169756.0,
,,,,BlueSky Credit Restoration,BlueSky Credit Restoration,169763.0,
,,,,Boardwalk Mortgage,Boardwalk Mortgage,169767.0,
,,,,Boatman Wealth Mgt,Boatman Wealth Mgt Llc,169768.0,
,,,,Boscovs,Boscovs Department Stores Inc,169782.0,
,,,,Boston Premier Wealth,Boston Premier Wealth Llc,169786.0,
,,,,Brenntag Southwest,Brenntag AG,169797.0,
,,,,Brentwood Hearing Center,Brentwood Hearing Center,169799.0,
,,,,Brewer Stratford Marina,Brewer Yacht Sales,169800.0,
,,,,Brickblock,Brickblock Ltd,169802.0,
,,,,Bridges Academy,Bridges Academy,169803.0,
,,,,Bridgeway Mortgage,Bridgeway Mortgage,169811.0,
,,,,BrightPlan,BrightPlan,169814.0,
,,,,Brighthouse Financial,Brighthouse Financial Inc,169816.0,
,,,,Brights Financial Consumer Credit Counseling Service,Brights Financial Consumer Credit Counseling Inc,169818.0,
,,,,Brisk Pass,Brisk Pass Gmbh,169821.0,
,,,,Broadstone Advisors,Broadstone Advisors Llc,169824.0,
,,,,Brokers Station,Brokers Station,169828.0,
,,,,BROWN GRAHAM & CO CPA,Brown Graham & Co PC,169844.0,
,,,,Bruce Museum,Bruce Museum Inc,169847.0,
,,,,Buckingham,Buckingham,169852.0,
,,,,Bucks County Intermediate Unit,Bucks County Intermediate Unit,169854.0,
,,,,Burke Construction Co,Burke Construction Co,169858.0,
,,,,Burns & McDonnell Service,Burns & McDonnell,169860.0,
,,,,Carax,CARAX SA,169877.0,
,,,,Cardiff Financial,CARDIFF FINANCIAL,169878.0,
,,,,Cardiology Consultants,CARDIOLOGY CONSULTANTS,169879.0,
,,,,CARGO VENTURES,CARGO VENTURES,169880.0,
,,,,Casino Tax Rebate,CASINO TAX REBATE,169884.0,
,,,,CBC Innovis,CBCInnovis,169887.0,
,,,,CCBill Payment Service,CCBILL LLC,169892.0,
,,,,CENTER FOR SKIN SURGERY,CENTER FOR SKIN SURGERY,169895.0,
,,,,Chase Financial Funding,CHASE FINANCIAL FUNDING,169901.0,
,,,,Cleveland-Cliffs,CLEVELAND-CLIFFS IRON CO,169916.0,
,,,,CLG Hedge Fund,CLG Hedge Fund Llc,169917.0,
,,,,Coastal Medical Center,COASTAL MEDICAL CENTER,169925.0,
,,,,COMMUNITY SOLUTIONS INC,COMMUNITY SOLUTIONS INC,169930.0,
,,,,Consolidated Health Plans Inc,CONSOLIDATED HEALTH PLANS INC,169932.0,
,,,,Corporate Investment Intl,CORPORATE INVESTMENT INTL INC,169934.0,
,,,,Corporate Office Properties Service,CORPORATE OFFICE PROPERTIES TRUST,169935.0,
,,,,COTI Currency Of The Internet,COTI Ltd,169936.0,
,,,,CPA Advisors Group Accounting Service,CPA Advisors Group Inc,169939.0,
,,,,CPA Investment Advisors,CPA Investment Advisors Llc,169940.0,
,,,,CU Appraisal Services,CU Appraisal Services Llc,169951.0,
,,,,CU Solutions Group Financial,CU Solutions Group,169952.0,
,,,,Cuso Financial Services,CUSO Financial Services LP,169954.0,
,,,,CVC Market Point,CVC Market Point Inc,169956.0,
,,,,Crypviser,CVChain GmbH,169957.0,
,,,,Cabot Wealth Network,Cabot Wealth Network,169968.0,
,,,,Calamatta Cuschieri & Co,Calamatta Cuschieri & Co Ltd,169981.0,
,,,,Calberts Tax Service,Calberts Tax Service Llc,169985.0,
,,,,CaliforniaHawk Wealth Mgt,CaliforniaHawk Wealth Mgt,170000.0,
,,,,Caltex Funding,Caltex Funding Lp,170002.0,
,,,,Canada East Mortgages,Canada East Mortgages,170014.0,
,,,,HelloLife,Canada Life Group UK Ltd,170015.0,
,,,,Canna Consumer Goods,Canna Consumer Goods Inc,170026.0,
,,,,Canopy Tax,Canopy Tax Inc,170027.0,
,,,,Capital Asset Mgt Group,Capital Asset Mgt Group,170035.0,
,,,,ARToken,Cappasity,170055.0,
,,,,Capstone Asset Mgt Inc,Capstone Asset Mgt Inc,170056.0,
,,,,Capstone Partners Inc,Capstone Partners Inc,170057.0,
,,,,CardConnect,CardConnect,170060.0,
,,,,Cardone Acquisitions,Cardone Enterprises,170063.0,
,,,,Cashaa Currency Exchange,Cashaa,170093.0,
,,,,Castle Group Series II Llc,Castle Group Series II Llc,170097.0,
,,,,Cavanaughs Tax Service,Cavanaughs Tax Service,170110.0,
,,,,Cecil Federal Savings Bank,Cecil Bancorp Inc,170114.0,
,,,,New York State Mortgage Assistance Program,Center For NYC Neighborhoods Inc,170125.0,
,,,,Center For Orthopaedics Inc,Center For Orthopaedics Inc,170126.0,
,,,,Centerstone Of FL,Centerstone Of FL Inc,170130.0,
,,,,Central IL Loans Inc,Central IL Loans Inc,170144.0,
,,,,Century Communities,Century Communities Inc,170163.0,
,,,,Centz,Centz,170171.0,
,,,,ChainTrade,ChainTrade Tech Pte Ltd,170179.0,
,,,,Changevisor,Changevisor,170183.0,
,,,,Charter Hall,Charter Hall Ltd,170199.0,
,,,,Checkbook IRA,Checkbook IRA Llc,170211.0,
,,,,Chatterton & Assoc Wealth Mgt,Chetterton & Assoc,170223.0,
,,,,Chiampou Travis Besaw & Kershner Accountants,Chiampou Travis Besaw & Kershner Llp,170228.0,
,,,,Chicago Loan Mods,Chicago Loan Mods,170231.0,
,,,,Childrens Healthcare Of Atlanta,Childrens Healthcare Of Atlanta Inc,170234.0,
,,,,Childrens Service Center,Childrens Service Center,170236.0,
,,,,Chosen Payments,Chosen Payments,170244.0,
,,,,Christ School,Christ School,170245.0,
,,,,Church Extension Plan,Church Extension Plan,170249.0,
,,,,Cipolla & Co Accounting Service,Cipolla & Co Llc,170260.0,
,,,,Circulus,Circulus Llc,170262.0,
,,,,Clarus Solutions Tax Services,Clarus Solutions,170309.0,
,,,,Classic Help Appraisal Service,Classic Help Llc,170311.0,
,,,,Clear Financial Advisors,Clear Financial Advisors,170312.0,
,,,,Clearwater Analytics,Clearwater Analytics,170317.0,
,,,,ClickIPO Finance Broker,ClickIPO Securities Llc,170320.0,
,,,,Cloud Friday Accounting Services,Cloud Friday Accounting,170324.0,
,,,,CB Bank,Co-Operative Bank Ltd,170326.0,
,,,,Co-Operative Bank Of Kenya,Co-Operative Bank Of Kenya Ltd,170327.0,
,,,,Co-Signing.com,Co-Signing Inc,170329.0,
,,,,Coast One Tax Group,Coast One Tax Group,170330.0,
,,,,Coastal Bridge Advisors,Coastal Bridge Advisors,170333.0,
,,,,Coastal Wealth Inc,Coastal Wealth Inc,170338.0,
,,,,Cobinhood,Cobinhood,170344.0,
,,,,PeoplesWealth Advisors,Codorus Valley Bancorp Inc,170347.0,
,,,,Cognition,Cognition Corp,170348.0,
,,,,CoinCola,CoinCola Ltd,170352.0,
,,,,CoinFi,CoinFi,170353.0,
,,,,CoinFlow Technologies,CoinFlow Technologies Inc,170354.0,
,,,,CoinLion,CoinLion Llc,170355.0,
,,,,CoinMagic Bitcoin Mining,CoinMagic,170356.0,
,,,,Coinify,Coinify,170359.0,
,,,,Coinplace,Coinplace,170360.0,
,,,,Coinstarter,Coinstarter,170361.0,
,,,,Colon & Rectal Surgery Assoc,Colon & Rectal Surgery Assoc Ltd,170371.0,
,,,,CLN Token,Colu Local Network,170376.0,
,,,,Community Health Center Inc,Community Health Center Inc,170439.0,
,,,,Community Loans Of Meridian,Community Loans Of Meridian,170443.0,
,,,,Compass Ion Advisors Llc,Compass Ion Advisors Llc,170459.0,
,,,,Compcoin,Compcoin,170461.0,
,,,,Computer Financial Corp,Computer Financial Corp,170465.0,
,,,,Concierge Financial Services,Concierge Financial Services,170470.0,
,,,,Confirm Capital,Confirm Capital,170472.0,
,,,,Cinch Financial Investment Mgt Services,Connect Financial Llc,170475.0,
,,,,Connecticut Neurosurgical Specialists,Connecticut Neurosurgical Specialists PC,170479.0,
,,,,Connext,Connext,170487.0,
,,,,Continental Realty Corp,Continental Realty Corp,170497.0,
,,,,Continental Resources,Continental Resources Inc,170498.0,
,,,,Cook CPA Group,Cook CPA Group,170504.0,
,,,,Copperfin Credit Union,Copperfin Credit Union,170510.0,
,,,,Corporate & Endowment Solutions,Corporate & Endowment Solutions Inc,170519.0,
,,,,Corporate Network,Corporate Network,170520.0,
,,,,Cosan,Cosan Ltd,170524.0,
,,,,CSSI Cost Segregation Services Tax Service,Cost Segregation Services Inc,170525.0,
,,,,Covenant Financial Advisors,Covenant Financial Advisors,170533.0,
,,,,Covesting,Covesting,170535.0,
,,,,Creative Financial Strategies,Creative Financial Strategies,170543.0,
,,,,CR8,Creator,170544.0,
,,,,Creator.ai,Creator.ai,170545.0,
,,,,Credit Card Billing,Credit Card Billing Llc,170549.0,
,,,,Credit Score Doc,Credit Score Doc,170559.0,
,,,,Credit Web,Credit Web,170583.0,
,,,,CreditScores4Free,CreditScores4Free,170591.0,
,,,,Creditofy,Creditofy,170593.0,
,,,,Credits ICO,Credits ICO,170594.0,
,,,,CredoTrade Stock Brokerage,CredoTrade,170596.0,
,,,,Cross Keys Capital,Cross Keys Capital Llc,170605.0,
,,,,Crossleyshear Group,Crossleyshear Group,170609.0,
,,,,Crowded House Capital,CrowdedHouseCapital.com,170611.0,
